Title,Price,Image URL,Product URL,Description,SKU,Stock
Grumpig,£182.00,https://scrapeme.live/wp-content/uploads/2018/08/326-350x350.png,https://scrapeme.live/shop/Grumpig/,"Grumpig uses the black pearls on its body to wield its fantastic powers. When it is doing so, it dances bizarrely. This Pokémon’s black pearls are valuable as works of art.",6263,60 in stock
Spinda,£149.00,https://scrapeme.live/wp-content/uploads/2018/08/327-350x350.png,https://scrapeme.live/shop/Spinda/,No two Spinda are said to have identical spot patterns on their hides. This Pokémon moves in a curious manner as if it is stumbling in dizziness. Its lurching movements can cause the opponent to become confused.,7350,156 in stock
Trapinch,£116.00,https://scrapeme.live/wp-content/uploads/2018/08/328-350x350.png,https://scrapeme.live/shop/Trapinch/,Trapinch is a patient hunter. It digs an inescapable pit in a desert and waits for its prey to come tumbling down. This Pokémon can go a whole week without access to any water.,4740,269 in stock
Vibrava,£200.00,https://scrapeme.live/wp-content/uploads/2018/08/329-350x350.png,https://scrapeme.live/shop/Vibrava/,"Vibrava’s wings have not yet completed the process of growing. Rather than flying long distances, they are more useful for generating ultrasonic waves by vibrating.",9249,218 in stock
Flygon,£174.00,https://scrapeme.live/wp-content/uploads/2018/08/330-350x350.png,https://scrapeme.live/shop/Flygon/,"Flygon whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this Pokémon is said to be the desert spirit.",4103,42 in stock
Cacnea,£105.00,https://scrapeme.live/wp-content/uploads/2018/08/331-350x350.png,https://scrapeme.live/shop/Cacnea/,"The more arid and harsh the environment, the more pretty and fragrant a flower Cacnea grows. This Pokémon battles by wildly swinging its thorny arms.",5000,31 in stock
Cacturne,£31.00,https://scrapeme.live/wp-content/uploads/2018/08/332-350x350.png,https://scrapeme.live/shop/Cacturne/,"If a traveler is going through a desert in the thick of night, Cacturne will follow in a ragtag group. The Pokémon are biding their time, waiting for the traveler to tire and become incapable of moving.",8491,204 in stock
Swablu,£121.00,https://scrapeme.live/wp-content/uploads/2018/08/333-350x350.png,https://scrapeme.live/shop/Swablu/,"Swablu loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this Pokémon finds a stream and showers itself.",3915,169 in stock
Altaria,£104.00,https://scrapeme.live/wp-content/uploads/2018/08/334-350x350.png,https://scrapeme.live/shop/Altaria/,Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This Pokémon catches updrafts with its buoyant wings and soars way up into the wild blue yonder.,9924,136 in stock
Seviper,£107.00,https://scrapeme.live/wp-content/uploads/2018/08/336-350x350.png,https://scrapeme.live/shop/Seviper/,Seviper’s swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This Pokémon will not give up its long-running blood feud with Zangoose.,9903,300 in stock
Lunatone,£177.00,https://scrapeme.live/wp-content/uploads/2018/08/337-350x350.png,https://scrapeme.live/shop/Lunatone/,"Lunatone becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The Pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear.",5917,91 in stock
Solrock,£57.00,https://scrapeme.live/wp-content/uploads/2018/08/338-350x350.png,https://scrapeme.live/shop/Solrock/,Sunlight is the source of Solrock’s power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body.,5510,91 in stock
Whiscash,£179.00,https://scrapeme.live/wp-content/uploads/2018/08/340-350x350.png,https://scrapeme.live/shop/Whiscash/,"If Whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This Pokémon has the ability to predict real earthquakes.",6220,266 in stock
Corphish,£178.00,https://scrapeme.live/wp-content/uploads/2018/08/341-350x350.png,https://scrapeme.live/shop/Corphish/,Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokémon has no trouble living in filthy water.,8905,62 in stock
Crawdaunt,£173.00,https://scrapeme.live/wp-content/uploads/2018/08/342-350x350.png,https://scrapeme.live/shop/Crawdaunt/,"Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokémon hides in its streambed burrow to avoid attack from its foes.",3652,21 in stock
Baltoy,£167.00,https://scrapeme.live/wp-content/uploads/2018/08/343-350x350.png,https://scrapeme.live/shop/Baltoy/,"As soon as it spots others of its kind, Baltoy congregates with them and then begins crying noisily in unison. This Pokémon sleeps while cleverly balancing itself on its one foot.",8305,159 in stock
Claydol,£197.00,https://scrapeme.live/wp-content/uploads/2018/08/344-350x350.png,https://scrapeme.live/shop/Claydol/,"Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This Pokémon shoots beams from both its hands.",3698,128 in stock
Lileep,£87.00,https://scrapeme.live/wp-content/uploads/2018/08/345-350x350.png,https://scrapeme.live/shop/Lileep/,"Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokémon intently scans for prey with its two eyes.",2965,268 in stock
Cradily,£154.00,https://scrapeme.live/wp-content/uploads/2018/08/346-350x350.png,https://scrapeme.live/shop/Cradily/,"Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This Pokémon secretes a strong digestive fluid from its tentacles.",5809,183 in stock
Anorith,£64.00,https://scrapeme.live/wp-content/uploads/2018/08/347-350x350.png,https://scrapeme.live/shop/Anorith/,"Anorith is said to be a type of Pokémon predecessor, with eight wings at the sides of its body. This Pokémon swam in the primordial sea by undulating these eight wings.",2511,222 in stock
Armaldo,£42.00,https://scrapeme.live/wp-content/uploads/2018/08/348-350x350.png,https://scrapeme.live/shop/Armaldo/,"Armaldo is a Pokémon species that became extinct in prehistoric times. This Pokémon is said to have walked on its hind legs, which would have been more convenient for life on land.",3328,78 in stock
Feebas,£194.00,https://scrapeme.live/wp-content/uploads/2018/08/349-350x350.png,https://scrapeme.live/shop/Feebas/,"While Feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this Pokémon is also slow and dimwitted, making it an easy catch.",6505,146 in stock
Milotic,£152.00,https://scrapeme.live/wp-content/uploads/2018/08/350-350x350.png,https://scrapeme.live/shop/Milotic/,"Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts.",4867,79 in stock
Castform,£119.00,https://scrapeme.live/wp-content/uploads/2018/08/351-350x350.png,https://scrapeme.live/shop/Castform/,"Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds. This Pokémon’s feelings change with the weather.",9535,131 in stock
Kecleon,£100.00,https://scrapeme.live/wp-content/uploads/2018/08/352-350x350.png,https://scrapeme.live/shop/Kecleon/,"Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target.",2351,53 in stock
Shuppet,£174.00,https://scrapeme.live/wp-content/uploads/2018/08/353-350x350.png,https://scrapeme.live/shop/Shuppet/,"Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people.",7348,138 in stock
Banette,£104.00,https://scrapeme.live/wp-content/uploads/2018/08/354-350x350.png,https://scrapeme.live/shop/Banette/,"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth.",6213,233 in stock
Duskull,£139.00,https://scrapeme.live/wp-content/uploads/2018/08/355-350x350.png,https://scrapeme.live/shop/Duskull/,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.,6627,75 in stock
Dusclops,£39.00,https://scrapeme.live/wp-content/uploads/2018/08/356-350x350.png,https://scrapeme.live/shop/Dusclops/,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding.",4994,82 in stock
Tropius,£196.00,https://scrapeme.live/wp-content/uploads/2018/08/357-350x350.png,https://scrapeme.live/shop/Tropius/,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.,7266,66 in stock
Chimecho,£51.00,https://scrapeme.live/wp-content/uploads/2018/08/358-350x350.png,https://scrapeme.live/shop/Chimecho/,"In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them.",6688,43 in stock
Absol,£134.00,https://scrapeme.live/wp-content/uploads/2018/08/359-350x350.png,https://scrapeme.live/shop/Absol/,"Absol has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This Pokémon very rarely ventures down from the mountains.",3431,59 in stock
Wynaut,£168.00,https://scrapeme.live/wp-content/uploads/2018/08/360-350x350.png,https://scrapeme.live/shop/Wynaut/,"Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks.",9836,155 in stock
Snorunt,£82.00,https://scrapeme.live/wp-content/uploads/2018/08/361-350x350.png,https://scrapeme.live/shop/Snorunt/,Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.,1099,80 in stock
Glalie,£178.00,https://scrapeme.live/wp-content/uploads/2018/08/362-350x350.png,https://scrapeme.live/shop/Glalie/,"Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion.",8582,14 in stock
Spheal,£193.00,https://scrapeme.live/wp-content/uploads/2018/08/363-350x350.png,https://scrapeme.live/shop/Spheal/,"Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea.",7748,170 in stock
Sealeo,£160.00,https://scrapeme.live/wp-content/uploads/2018/08/364-350x350.png,https://scrapeme.live/shop/Sealeo/,"Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object’s aroma and texture to determine whether it likes the object or not.",4231,171 in stock
Walrein,£27.00,https://scrapeme.live/wp-content/uploads/2018/08/365-350x350.png,https://scrapeme.live/shop/Walrein/,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.",1600,226 in stock
Clamperl,£48.00,https://scrapeme.live/wp-content/uploads/2018/08/366-350x350.png,https://scrapeme.live/shop/Clamperl/,"Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution.",2967,139 in stock
Huntail,£52.00,https://scrapeme.live/wp-content/uploads/2018/08/367-350x350.png,https://scrapeme.live/shop/Huntail/,"Huntail’s tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake.",2805,54 in stock
Gorebyss,£150.00,https://scrapeme.live/wp-content/uploads/2018/08/368-350x350.png,https://scrapeme.live/shop/Gorebyss/,"Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids.",9428,165 in stock
Relicanth,£157.00,https://scrapeme.live/wp-content/uploads/2018/08/369-350x350.png,https://scrapeme.live/shop/Relicanth/,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,7988,14 in stock
Luvdisc,£44.00,https://scrapeme.live/wp-content/uploads/2018/08/370-350x350.png,https://scrapeme.live/shop/Luvdisc/,Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.,4868,190 in stock
Bagon,£34.00,https://scrapeme.live/wp-content/uploads/2018/08/371-350x350.png,https://scrapeme.live/shop/Bagon/,"Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles.",3372,232 in stock
Shelgon,£56.00,https://scrapeme.live/wp-content/uploads/2018/08/372-350x350.png,https://scrapeme.live/shop/Shelgon/,"Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern.",1384,76 in stock
Salamence,£62.00,https://scrapeme.live/wp-content/uploads/2018/08/373-350x350.png,https://scrapeme.live/shop/Salamence/,"By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth.",7686,242 in stock
Beldum,£122.00,https://scrapeme.live/wp-content/uploads/2018/08/374-350x350.png,https://scrapeme.live/shop/Beldum/,"Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear.",3484,93 in stock
Metang,£78.00,https://scrapeme.live/wp-content/uploads/2018/08/375-350x350.png,https://scrapeme.live/shop/Metang/,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.",6906,227 in stock
Metagross,£170.00,https://scrapeme.live/wp-content/uploads/2018/08/376-350x350.png,https://scrapeme.live/shop/Metagross/,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.",8825,177 in stock
Regirock,£66.00,https://scrapeme.live/wp-content/uploads/2018/08/377-350x350.png,https://scrapeme.live/shop/Regirock/,"Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.",5687,65 in stock
Regice,£165.00,https://scrapeme.live/wp-content/uploads/2018/08/378-350x350.png,https://scrapeme.live/shop/Regice/,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.",2261,107 in stock
Registeel,£196.00,https://scrapeme.live/wp-content/uploads/2018/08/379-350x350.png,https://scrapeme.live/shop/Registeel/,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,6723,67 in stock
Latias,£126.00,https://scrapeme.live/wp-content/uploads/2018/08/380-350x350.png,https://scrapeme.live/shop/Latias/,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,5077,245 in stock
Latios,£166.00,https://scrapeme.live/wp-content/uploads/2018/08/381-350x350.png,https://scrapeme.live/shop/Latios/,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,7850,197 in stock
Kyogre,£27.00,https://scrapeme.live/wp-content/uploads/2018/08/382-350x350.png,https://scrapeme.live/shop/Kyogre/,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.",5206,136 in stock
Groudon,£124.00,https://scrapeme.live/wp-content/uploads/2018/08/383-350x350.png,https://scrapeme.live/shop/Groudon/,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.",6626,138 in stock
Rayquaza,£97.00,https://scrapeme.live/wp-content/uploads/2018/08/384-350x350.png,https://scrapeme.live/shop/Rayquaza/,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.",5410,31 in stock
Jirachi,£111.00,https://scrapeme.live/wp-content/uploads/2018/08/385-350x350.png,https://scrapeme.live/shop/Jirachi/,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,7952,294 in stock
Turtwig,£101.00,https://scrapeme.live/wp-content/uploads/2018/08/387-350x350.png,https://scrapeme.live/shop/Turtwig/,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.",8788,254 in stock
Grotle,£154.00,https://scrapeme.live/wp-content/uploads/2018/08/388-350x350.png,https://scrapeme.live/shop/Grotle/,It knows where pure water wells up. It carries fellow Pokémon there on its back.,7359,187 in stock
Torterra,£87.00,https://scrapeme.live/wp-content/uploads/2018/08/389-350x350.png,https://scrapeme.live/shop/Torterra/,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,8373,146 in stock
Chimchar,£143.00,https://scrapeme.live/wp-content/uploads/2018/08/390-350x350.png,https://scrapeme.live/shop/Chimchar/,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,5021,242 in stock
Monferno,£68.00,https://scrapeme.live/wp-content/uploads/2018/08/391-350x350.png,https://scrapeme.live/shop/Monferno/,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,8413,299 in stock
Infernape,£165.00,https://scrapeme.live/wp-content/uploads/2018/08/392-350x350.png,https://scrapeme.live/shop/Infernape/,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,3225,82 in stock
Prinplup,£177.00,https://scrapeme.live/wp-content/uploads/2018/08/394-350x350.png,https://scrapeme.live/shop/Prinplup/,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,5785,52 in stock
Empoleon,£42.00,https://scrapeme.live/wp-content/uploads/2018/08/395-350x350.png,https://scrapeme.live/shop/Empoleon/,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,2449,232 in stock
Starly,£59.00,https://scrapeme.live/wp-content/uploads/2018/08/396-350x350.png,https://scrapeme.live/shop/Starly/,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",3055,110 in stock
Staravia,£158.00,https://scrapeme.live/wp-content/uploads/2018/08/397-350x350.png,https://scrapeme.live/shop/Staravia/,It lives in forests and fields. Squabbles over territory occur when flocks collide.,1799,263 in stock
Staraptor,£42.00,https://scrapeme.live/wp-content/uploads/2018/08/398-350x350.png,https://scrapeme.live/shop/Staraptor/,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",9866,131 in stock
Bidoof,£128.00,https://scrapeme.live/wp-content/uploads/2018/08/399-350x350.png,https://scrapeme.live/shop/Bidoof/,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,1171,264 in stock
Bibarel,£114.00,https://scrapeme.live/wp-content/uploads/2018/08/400-350x350.png,https://scrapeme.live/shop/Bibarel/,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,6844,156 in stock
Kricketot,£94.00,https://scrapeme.live/wp-content/uploads/2018/08/401-350x350.png,https://scrapeme.live/shop/Kricketot/,"When its antennae hit each other, it sounds like the music of a xylophone.",9812,137 in stock
Kricketune,£53.00,https://scrapeme.live/wp-content/uploads/2018/08/402-350x350.png,https://scrapeme.live/shop/Kricketune/,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,8726,186 in stock
Shinx,£149.00,https://scrapeme.live/wp-content/uploads/2018/08/403-350x350.png,https://scrapeme.live/shop/Shinx/,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,1507,295 in stock
Luxio,£168.00,https://scrapeme.live/wp-content/uploads/2018/08/404-350x350.png,https://scrapeme.live/shop/Luxio/,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,9734,222 in stock
Luxray,£43.00,https://scrapeme.live/wp-content/uploads/2018/08/405-350x350.png,https://scrapeme.live/shop/Luxray/,Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,4317,227 in stock
Budew,£171.00,https://scrapeme.live/wp-content/uploads/2018/08/406-350x350.png,https://scrapeme.live/shop/Budew/,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",3438,62 in stock
Roserade,£155.00,https://scrapeme.live/wp-content/uploads/2018/08/407-350x350.png,https://scrapeme.live/shop/Roserade/,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.",7696,116 in stock
Cranidos,£47.00,https://scrapeme.live/wp-content/uploads/2018/08/408-350x350.png,https://scrapeme.live/shop/Cranidos/,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.",8627,98 in stock
Rampardos,£196.00,https://scrapeme.live/wp-content/uploads/2018/08/409-350x350.png,https://scrapeme.live/shop/Rampardos/,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,3536,91 in stock
Shieldon,£42.00,https://scrapeme.live/wp-content/uploads/2018/08/410-350x350.png,https://scrapeme.live/shop/Shieldon/,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,9942,284 in stock
Bastiodon,£191.00,https://scrapeme.live/wp-content/uploads/2018/08/411-350x350.png,https://scrapeme.live/shop/Bastiodon/,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,6537,14 in stock
Burmy,£91.00,https://scrapeme.live/wp-content/uploads/2018/08/412-350x350.png,https://scrapeme.live/shop/Burmy/,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.",6129,266 in stock
Mothim,£177.00,https://scrapeme.live/wp-content/uploads/2018/08/414-350x350.png,https://scrapeme.live/shop/Mothim/,It flutters around at night and steals honey from the Combee hive.,2443,151 in stock
Combee,£111.00,https://scrapeme.live/wp-content/uploads/2018/08/415-350x350.png,https://scrapeme.live/shop/Combee/,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.",7856,254 in stock
Vespiquen,£104.00,https://scrapeme.live/wp-content/uploads/2018/08/416-350x350.png,https://scrapeme.live/shop/Vespiquen/,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,1078,123 in stock
Pachirisu,£151.00,https://scrapeme.live/wp-content/uploads/2018/08/417-350x350.png,https://scrapeme.live/shop/Pachirisu/,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,2264,86 in stock
Buizel,£55.00,https://scrapeme.live/wp-content/uploads/2018/08/418-350x350.png,https://scrapeme.live/shop/Buizel/,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,9044,62 in stock
Floatzel,£40.00,https://scrapeme.live/wp-content/uploads/2018/08/419-350x350.png,https://scrapeme.live/shop/Floatzel/,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,4591,116 in stock
Cherubi,£101.00,https://scrapeme.live/wp-content/uploads/2018/08/420-350x350.png,https://scrapeme.live/shop/Cherubi/,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,5681,127 in stock
Cherrim,£161.00,https://scrapeme.live/wp-content/uploads/2018/08/421-350x350.png,https://scrapeme.live/shop/Cherrim/,"If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.",2914,143 in stock
Shellos,£163.00,https://scrapeme.live/wp-content/uploads/2018/08/422-350x350.png,https://scrapeme.live/shop/Shellos/,"Its shape and coloration vary, depending on its habitat.",4538,149 in stock
Gastrodon,£148.00,https://scrapeme.live/wp-content/uploads/2018/08/423-350x350.png,https://scrapeme.live/shop/Gastrodon/,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,8490,119 in stock
Ambipom,£36.00,https://scrapeme.live/wp-content/uploads/2018/08/424-350x350.png,https://scrapeme.live/shop/Ambipom/,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",9199,247 in stock
Drifloon,£70.00,https://scrapeme.live/wp-content/uploads/2018/08/425-350x350.png,https://scrapeme.live/shop/Drifloon/,These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,6748,84 in stock
Drifblim,£36.00,https://scrapeme.live/wp-content/uploads/2018/08/426-350x350.png,https://scrapeme.live/shop/Drifblim/,"It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.",9301,233 in stock
Buneary,£180.00,https://scrapeme.live/wp-content/uploads/2018/08/427-350x350.png,https://scrapeme.live/shop/Buneary/,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.",6054,204 in stock
Lopunny,£123.00,https://scrapeme.live/wp-content/uploads/2018/08/428-350x350.png,https://scrapeme.live/shop/Lopunny/,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.",1079,85 in stock
Mismagius,£38.00,https://scrapeme.live/wp-content/uploads/2018/08/429-350x350.png,https://scrapeme.live/shop/Mismagius/,Its cries sound like incantations to torment the foe. It appears where you least expect it.,7198,215 in stock
Honchkrow,£47.00,https://scrapeme.live/wp-content/uploads/2018/08/430-350x350.png,https://scrapeme.live/shop/Honchkrow/,"Becoming active at night, it is known to swarm with numerous Murkrow in tow.",7873,56 in stock
Glameow,£39.00,https://scrapeme.live/wp-content/uploads/2018/08/431-350x350.png,https://scrapeme.live/shop/Glameow/,"When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.",5014,96 in stock
Purugly,£128.00,https://scrapeme.live/wp-content/uploads/2018/08/432-350x350.png,https://scrapeme.live/shop/Purugly/,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.",6724,158 in stock
Stunky,£106.00,https://scrapeme.live/wp-content/uploads/2018/08/434-350x350.png,https://scrapeme.live/shop/Stunky/,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,7336,12 in stock
Skuntank,£112.00,https://scrapeme.live/wp-content/uploads/2018/08/435-350x350.png,https://scrapeme.live/shop/Skuntank/,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,6511,56 in stock
Bronzong,£110.00,https://scrapeme.live/wp-content/uploads/2018/08/437-350x350.png,https://scrapeme.live/shop/Bronzong/,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,3873,191 in stock
Bonsly,£106.00,https://scrapeme.live/wp-content/uploads/2018/08/438-350x350.png,https://scrapeme.live/shop/Bonsly/,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,2897,273 in stock
Mime-jr,£170.00,https://scrapeme.live/wp-content/uploads/2018/08/439-350x350.png,https://scrapeme.live/shop/Mime-jr/,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",3409,188 in stock
Happiny,£67.00,https://scrapeme.live/wp-content/uploads/2018/08/440-350x350.png,https://scrapeme.live/shop/Happiny/,"It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.",4766,270 in stock
Chatot,£78.00,https://scrapeme.live/wp-content/uploads/2018/08/441-350x350.png,https://scrapeme.live/shop/Chatot/,"It can learn and speak human words. If they gather, they all learn the same saying.",1336,261 in stock
Spiritomb,£165.00,https://scrapeme.live/wp-content/uploads/2018/08/442-350x350.png,https://scrapeme.live/shop/Spiritomb/,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,7680,51 in stock
Gible,£194.00,https://scrapeme.live/wp-content/uploads/2018/08/443-350x350.png,https://scrapeme.live/shop/Gible/,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",6182,178 in stock
Gabite,£154.00,https://scrapeme.live/wp-content/uploads/2018/08/444-350x350.png,https://scrapeme.live/shop/Gabite/,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.",4593,128 in stock
Garchomp,£62.00,https://scrapeme.live/wp-content/uploads/2018/08/445-350x350.png,https://scrapeme.live/shop/Garchomp/,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,8222,65 in stock
Munchlax,£190.00,https://scrapeme.live/wp-content/uploads/2018/08/446-350x350.png,https://scrapeme.live/shop/Munchlax/,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,3240,239 in stock
Riolu,£70.00,https://scrapeme.live/wp-content/uploads/2018/08/447-350x350.png,https://scrapeme.live/shop/Riolu/,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,6986,86 in stock
Lucario,£102.00,https://scrapeme.live/wp-content/uploads/2018/08/448-350x350.png,https://scrapeme.live/shop/Lucario/,"By reading the auras of all things, it can tell how others are feeling from over half a mile away.",1059,24 in stock
Hippopotas,£189.00,https://scrapeme.live/wp-content/uploads/2018/08/449-350x350.png,https://scrapeme.live/shop/Hippopotas/,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,2949,231 in stock
